házasság	hôn nhân	23	[0, 1, 2, 3, 4, 5]	1.0
most	bây giờ	827	[0, 1, 2, 3, 4, 5]	1.0
természetesen	tất nhiên	97	[0, 1, 2, 3, 4, 5]	1.0
paraszt	nông dân	21	[0, 1, 2, 3, 4, 5]	1.0
jelenleg	bây giờ	1	[0, 1, 2, 3, 4, 5]	1.0
állami	quốc gia	3	[0, 1, 2, 3, 4, 5]	1.0
gyorsan	nhanh	170	[0, 1, 2, 3, 4, 5]	1.0
eredmény	kết quả	14	[0, 1, 2, 3, 4, 5]	1.0
szomorú	buồn	79	[0, 1, 2, 3, 4, 5]	1.0
rövid	ngắn	87	[0, 1, 2, 3, 4, 5]	1.0
seb	vết thương	16	[0, 1, 2, 3, 4, 5]	1.0
kanál	thìa	5	[0, 1, 2, 3, 4, 5]	1.0
állam	quốc gia	15	[0, 1, 2, 3, 4, 5]	1.0
vihar	bão	58	[0, 1, 2, 3, 4, 5]	1.0
felület	bề mặt	1	[0, 1, 2, 3, 4, 5]	1.0
rendszer	chế độ	4	[0, 1, 2, 3, 4, 5]	1.0
akar	muốn	219	[0, 1, 2, 3, 4, 5]	1.0
vízesés	thác	5	[0, 1, 2, 3, 4, 5]	1.0
amikor	khi	992	[0, 1, 2, 3, 4, 5]	1.0
esztendő	năm	70	[0, 1, 2, 3, 4, 5]	1.0
év	năm	163	[0, 1, 2, 3, 4, 5]	1.0
fölött	trên	228	[0, 1, 2, 3, 4, 5]	1.0
pillanatnyilag	bây giờ	2	[0, 1, 2, 3, 4, 5]	1.0
lobogó	cờ	6	[0, 1, 2, 3, 4, 5]	1.0
lak	nhà	6	[0, 1, 2, 3, 4, 5]	1.0
orvosság	thuốc	4	[0, 1, 2, 3, 4, 5]	1.0
sebes	nhanh	2	[0, 1, 2, 3, 4, 5]	1.0
Föld	đất	129	[0, 1, 2, 4, 5]	0.8333333333333334
Isten	chúa	311	[0, 1, 2, 3, 5]	0.8333333333333334
Isten	chúa trời	22	[0, 1, 2, 4, 5]	0.8333333333333334
én	ta	779	[0, 1, 2, 3, 5]	0.8333333333333334
Úr	chúa	56	[0, 1, 2, 3, 5]	0.8333333333333334
kisasszony	cô	727	[0, 1, 2, 3, 5]	0.8333333333333334
hold	mặt trăng	23	[1, 2, 3, 4, 5]	0.8333333333333334
Nap	mặt trời	179	[0, 1, 3, 4, 5]	0.8333333333333334
egy	một	10103	[1, 2, 3, 4, 5]	0.8333333333333334
csökkent	giảm bớt	1	[0, 1, 2, 3, 5]	0.8333333333333334
tud	biết	226	[0, 1, 3, 4, 5]	0.8333333333333334
fenti	trên	1	[0, 1, 2, 3, 5]	0.8333333333333334
hirtelen	thình lình	51	[0, 1, 2, 3, 5]	0.8333333333333334
hirtelen	đột ngột	131	[0, 1, 2, 3, 5]	0.8333333333333334
teljesen	hoàn toàn	158	[0, 1, 2, 3, 5]	0.8333333333333334
bőséges	dồi dào	2	[0, 1, 2, 3, 5]	0.8333333333333334
szerint	của	333	[0, 1, 2, 3, 5]	0.8333333333333334
pontos	đúng	12	[0, 1, 2, 3, 5]	0.8333333333333334
pontosan	đúng	51	[0, 1, 2, 3, 5]	0.8333333333333334
pattanás	mụn	1	[0, 1, 2, 3, 5]	0.8333333333333334
hirdetés	quảng cáo	3	[0, 1, 3, 4, 5]	0.8333333333333334
reklám	quảng cáo	5	[0, 1, 3, 4, 5]	0.8333333333333334
jogász	luật sư	1	[1, 2, 3, 4, 5]	0.8333333333333334
repülőtér	sân bay	2	[1, 2, 3, 4, 5]	0.8333333333333334
mégis	nhưng	293	[0, 1, 2, 4, 5]	0.8333333333333334
mégis	tuy nhiên	67	[0, 1, 2, 3, 5]	0.8333333333333334
azután	rồi	341	[0, 1, 2, 3, 5]	0.8333333333333334
utána	rồi	35	[0, 1, 2, 3, 5]	0.8333333333333334
kor	tuổi	8	[1, 2, 3, 4, 5]	0.8333333333333334
kor	thời đại	3	[0, 1, 2, 3, 5]	0.8333333333333334
életkor	tuổi	3	[1, 2, 3, 4, 5]	0.8333333333333334
fürge	nhanh	10	[0, 1, 2, 3, 5]	0.8333333333333334
cél	đích	22	[0, 1, 2, 3, 5]	0.8333333333333334
cél	mục đích	14	[0, 1, 2, 3, 5]	0.8333333333333334
levegő	không khí	63	[1, 2, 3, 4, 5]	0.8333333333333334
léggömb	khí cầu	1	[0, 1, 2, 3, 5]	0.8333333333333334
noha	dầu	37	[0, 1, 2, 3, 5]	0.8333333333333334
szesz	rượu	2	[1, 2, 3, 4, 5]	0.8333333333333334
idegen	ngoài	21	[1, 2, 3, 4, 5]	0.8333333333333334
idegen	lạ	91	[0, 1, 2, 3, 5]	0.8333333333333334
táplálék	thức ăn	1	[0, 1, 3, 4, 5]	0.8333333333333334
minden	tất cả	676	[0, 1, 2, 3, 5]	0.8333333333333334
szövetség	hội	7	[0, 1, 2, 3, 5]	0.8333333333333334
majdnem	gần như	81	[0, 1, 2, 3, 5]	0.8333333333333334
is	cũng	3444	[0, 1, 2, 3, 5]	0.8333333333333334
szintén	cũng	179	[0, 1, 2, 3, 5]	0.8333333333333334
bár	dầu	94	[0, 1, 2, 3, 5]	0.8333333333333334
habár	dầu	8	[0, 1, 2, 3, 5]	0.8333333333333334
jóllehet	dầu	10	[0, 1, 2, 3, 5]	0.8333333333333334
környék	miền	1	[0, 1, 2, 3, 5]	0.8333333333333334
környék	vùng	13	[0, 1, 2, 3, 5]	0.8333333333333334
környék	đất	4	[0, 1, 2, 3, 5]	0.8333333333333334
antik	cổ	15	[0, 1, 2, 3, 5]	0.8333333333333334
régi	cổ	67	[0, 1, 2, 3, 5]	0.8333333333333334
régi	cựu	17	[0, 1, 2, 3, 5]	0.8333333333333334
régi	cũ	315	[0, 1, 2, 3, 5]	0.8333333333333334
ókori	cổ	5	[0, 1, 2, 3, 5]	0.8333333333333334
ősi	cũ	1	[0, 1, 2, 3, 5]	0.8333333333333334
mérges	độc	8	[0, 1, 2, 3, 5]	0.8333333333333334
lakás	chỗ	6	[0, 1, 2, 3, 5]	0.8333333333333334
kísértet	ma	36	[0, 1, 2, 3, 5]	0.8333333333333334
kísértet	bóng ma	11	[0, 1, 3, 4, 5]	0.8333333333333334
bolt	tiệm	8	[0, 1, 2, 3, 5]	0.8333333333333334
bolt	hiệu	11	[0, 1, 2, 3, 5]	0.8333333333333334
bolt	cửa hàng	20	[0, 1, 2, 3, 5]	0.8333333333333334
sátán	quỷ	9	[0, 1, 2, 3, 5]	0.8333333333333334
szigetcsoport	quần đảo	1	[1, 2, 3, 4, 5]	0.8333333333333334
szigetvilág	quần đảo	2	[1, 2, 3, 4, 5]	0.8333333333333334
vagy	hoặc	778	[0, 1, 3, 4, 5]	0.8333333333333334
vagy	hay là	94	[0, 1, 3, 4, 5]	0.8333333333333334
ár	nước	10	[0, 1, 2, 4, 5]	0.8333333333333334
ár	dòng	7	[0, 1, 2, 3, 5]	0.8333333333333334
terület	đất	3	[0, 1, 2, 3, 5]	0.8333333333333334
terület	vùng	3	[0, 1, 2, 3, 5]	0.8333333333333334
terület	diện tích	1	[0, 1, 2, 4, 5]	0.8333333333333334
körül	vào khoảng	13	[0, 1, 2, 4, 5]	0.8333333333333334
művészet	nghệ thuật	11	[1, 2, 3, 4, 5]	0.8333333333333334
szerszám	dụng cụ	4	[0, 1, 2, 3, 5]	0.8333333333333334
alighanem	phải	5	[0, 1, 2, 3, 5]	0.8333333333333334
kér	yêu cầu	19	[0, 1, 2, 3, 5]	0.8333333333333334
kér	cầu xin	2	[0, 1, 2, 3, 5]	0.8333333333333334
gyűlés	hội đồng	1	[0, 1, 2, 3, 5]	0.8333333333333334
megbízás	nhiệm vụ	1	[0, 1, 2, 3, 5]	0.8333333333333334
végre	cuối cùng	259	[0, 1, 2, 3, 5]	0.8333333333333334
mikor	khi	2053	[1, 2, 3, 4, 5]	0.8333333333333334
atom	nguyên tử	1	[1, 2, 3, 4, 5]	0.8333333333333334
szörnyű	khủng khiếp	20	[0, 1, 2, 3, 5]	0.8333333333333334
igen	lắm	59	[0, 1, 3, 4, 5]	0.8333333333333334
hát	lưng	10	[1, 2, 3, 4, 5]	0.8333333333333334
banda	băng	8	[0, 1, 2, 3, 5]	0.8333333333333334
banda	bọn	20	[0, 1, 2, 3, 5]	0.8333333333333334
kötés	băng	2	[0, 1, 2, 3, 5]	0.8333333333333334
bandita	kẻ cướp	4	[0, 1, 2, 3, 5]	0.8333333333333334
barbár	dã man	6	[0, 1, 2, 3, 5]	0.8333333333333334
dereglye	sà lan	11	[0, 1, 2, 3, 5]	0.8333333333333334
raktár	kho	1	[0, 1, 2, 3, 5]	0.8333333333333334
terem	buồng	14	[0, 1, 2, 3, 5]	0.8333333333333334
part	bờ	64	[0, 1, 2, 3, 5]	0.8333333333333334
irány	hướng	10	[0, 1, 2, 3, 5]	0.8333333333333334
irány	đường	3	[0, 1, 2, 3, 5]	0.8333333333333334
sör	bia	8	[1, 2, 3, 4, 5]	0.8333333333333334
elkezd	bắt đầu	2	[0, 1, 3, 4, 5]	0.8333333333333334
kezd	bắt đầu	33	[0, 1, 3, 4, 5]	0.8333333333333334
alatta	dưới	22	[1, 2, 3, 4, 5]	0.8333333333333334
alá	dưới	120	[1, 2, 3, 4, 5]	0.8333333333333334
görbe	cong	3	[0, 1, 2, 3, 5]	0.8333333333333334
hagyaték	di sản	1	[0, 1, 2, 3, 5]	0.8333333333333334
nagy	to	310	[0, 1, 2, 3, 5]	0.8333333333333334
kettes	hai	5	[1, 2, 3, 4, 5]	0.8333333333333334
szül	sinh ra	1	[0, 1, 3, 4, 5]	0.8333333333333334
darab	cục	3	[0, 1, 2, 3, 5]	0.8333333333333334
furcsa	lạ	78	[0, 1, 2, 3, 5]	0.8333333333333334
különös	lạ	266	[0, 1, 2, 3, 5]	0.8333333333333334
bomba	bom	2	[1, 2, 3, 4, 5]	0.8333333333333334
kötelék	băng	1	[0, 1, 2, 3, 5]	0.8333333333333334
könyv	sách	75	[1, 2, 3, 4, 5]	0.8333333333333334
kerület	khu	6	[0, 1, 2, 3, 5]	0.8333333333333334
kerület	vùng	1	[0, 1, 2, 3, 5]	0.8333333333333334
ág	nhánh	3	[1, 2, 3, 4, 5]	0.8333333333333334
csokor	bó	1	[0, 1, 2, 3, 5]	0.8333333333333334
fiú	con trai	23	[1, 2, 3, 4, 5]	0.8333333333333334
zsinór	dây	3	[0, 1, 2, 3, 5]	0.8333333333333334
agy	não	1	[0, 1, 3, 4, 5]	0.8333333333333334
emlő	vú	2	[1, 2, 3, 4, 5]	0.8333333333333334
tégla	gạch	5	[1, 2, 3, 4, 5]	0.8333333333333334
fényes	sáng	34	[0, 1, 2, 3, 5]	0.8333333333333334
fény	ánh	87	[0, 1, 2, 3, 5]	0.8333333333333334
széles	rộng	125	[0, 1, 2, 3, 5]	0.8333333333333334
patak	dòng	18	[0, 1, 2, 3, 5]	0.8333333333333334
barna	nâu	57	[1, 2, 3, 4, 5]	0.8333333333333334
épít	xây dựng	1	[0, 1, 2, 3, 5]	0.8333333333333334
terjedelmes	rộng	4	[0, 1, 2, 3, 5]	0.8333333333333334
köteg	chùm	1	[0, 1, 2, 3, 5]	0.8333333333333334
köteg	bó	6	[0, 1, 2, 3, 5]	0.8333333333333334
cég	nhà	7	[1, 2, 3, 4, 5]	0.8333333333333334
üzlet	tiệm	6	[0, 1, 2, 3, 5]	0.8333333333333334
üzlet	cửa hàng	8	[0, 1, 2, 3, 5]	0.8333333333333334
üzlet	hiệu	7	[0, 1, 2, 3, 5]	0.8333333333333334
elfoglalt	bận	5	[1, 2, 3, 4, 5]	0.8333333333333334
azonban	tuy nhiên	77	[0, 1, 2, 3, 5]	0.8333333333333334
de	nếu	666	[1, 2, 3, 4, 5]	0.8333333333333334
de	tuy nhiên	154	[0, 1, 2, 3, 5]	0.8333333333333334
hanem	tuy nhiên	20	[0, 1, 2, 3, 5]	0.8333333333333334
pedig	tuy nhiên	29	[0, 1, 2, 3, 5]	0.8333333333333334
megvásárol	mua	1	[0, 1, 3, 4, 5]	0.8333333333333334
vásárol	mua	10	[0, 1, 3, 4, 5]	0.8333333333333334
kötél	dây	31	[0, 1, 2, 3, 5]	0.8333333333333334
kalács	bánh ngọt	2	[0, 1, 3, 4, 5]	0.8333333333333334
naptár	lịch	1	[1, 2, 3, 4, 5]	0.8333333333333334
csatorna	ống	3	[0, 1, 2, 3, 5]	0.8333333333333334
függöny	màn	13	[0, 1, 2, 3, 5]	0.8333333333333334
ének	bài hát	3	[0, 1, 3, 4, 5]	0.8333333333333334
tág	rộng	5	[0, 1, 2, 3, 5]	0.8333333333333334
zuhatag	thác	1	[0, 1, 2, 3, 5]	0.8333333333333334
koporsó	quan tài	14	[1, 2, 3, 4, 5]	0.8333333333333334
vár	pháo đài	2	[0, 1, 2, 3, 5]	0.8333333333333334
csorda	bầy	1	[0, 1, 2, 3, 5]	0.8333333333333334
szertartás	nghi lễ	5	[0, 1, 2, 3, 5]	0.8333333333333334
lánc	dây	14	[0, 1, 2, 3, 5]	0.8333333333333334
sorozat	loạt	1	[0, 1, 2, 3, 5]	0.8333333333333334
szék	ghế	53	[1, 2, 3, 4, 5]	0.8333333333333334
alak	cỡ	1	[0, 1, 2, 3, 5]	0.8333333333333334
sajátos	đặc biệt	8	[0, 1, 2, 3, 5]	0.8333333333333334
fösvény	bủn xỉn	1	[0, 1, 2, 3, 5]	0.8333333333333334
csibe	gà	1	[0, 1, 2, 3, 5]	0.8333333333333334
csirke	gà	3	[0, 1, 2, 3, 5]	0.8333333333333334
porcelán	sứ	4	[1, 2, 3, 4, 5]	0.8333333333333334
húr	dây	2	[0, 1, 2, 3, 5]	0.8333333333333334
cimbora	bạn	34	[0, 1, 2, 3, 5]	0.8333333333333334
pajtás	bạn	3	[0, 1, 2, 3, 5]	0.8333333333333334
város	thành phố	126	[1, 2, 3, 4, 5]	0.8333333333333334
polgárháború	nội chiến	11	[0, 1, 3, 4, 5]	0.8333333333333334
klasszikus	cổ điển	9	[1, 2, 3, 4, 5]	0.8333333333333334
okos	khôn khéo	2	[0, 1, 2, 4, 5]	0.8333333333333334
ügyes	khéo	49	[0, 1, 2, 3, 5]	0.8333333333333334
kolostor	tu viện	16	[0, 1, 2, 3, 4]	0.8333333333333334
közel	gần	112	[1, 2, 3, 4, 5]	0.8333333333333334
anyag	chất	12	[0, 1, 2, 3, 5]	0.8333333333333334
anyag	vật chất	8	[1, 2, 3, 4, 5]	0.8333333333333334
nyom	dấu	4	[0, 1, 2, 3, 5]	0.8333333333333334
kakas	gà trống	2	[1, 2, 3, 4, 5]	0.8333333333333334
hideg	nguội	9	[0, 1, 2, 3, 5]	0.8333333333333334
kölni	nước hoa	1	[0, 1, 2, 3, 5]	0.8333333333333334
színes	màu sắc	1	[0, 1, 3, 4, 5]	0.8333333333333334
oszlop	cột	23	[0, 1, 2, 3, 5]	0.8333333333333334
parancs	lệnh	41	[0, 1, 2, 3, 5]	0.8333333333333334
bajtárs	bạn	2	[0, 1, 2, 3, 5]	0.8333333333333334
társaság	xã hội	18	[1, 2, 3, 4, 5]	0.8333333333333334
iránytű	la bàn	4	[1, 2, 3, 4, 5]	0.8333333333333334
teljes	hoàn toàn	50	[0, 1, 2, 3, 5]	0.8333333333333334
teljes	toàn bộ	6	[0, 1, 2, 3, 5]	0.8333333333333334
teljes	tròn	4	[0, 1, 2, 3, 5]	0.8333333333333334
bonyolult	phức tạp	10	[0, 1, 2, 3, 5]	0.8333333333333334
bonyodalom	chuyện	1	[0, 1, 2, 3, 5]	0.8333333333333334
fogalom	khái niệm	1	[0, 1, 2, 3, 5]	0.8333333333333334
fűszer	gia vị	2	[0, 1, 2, 3, 5]	0.8333333333333334
tanácskozás	hội nghị	1	[0, 1, 2, 3, 5]	0.8333333333333334
bizalmas	riêng tư	3	[0, 1, 2, 3, 5]	0.8333333333333334
alkotmány	hiến pháp	2	[1, 2, 3, 4, 5]	0.8333333333333334
szárazföld	đất	8	[1, 2, 3, 4, 5]	0.8333333333333334
szerződés	hiệp ước	3	[1, 2, 3, 4, 5]	0.8333333333333334
ellentét	đối lập	2	[0, 1, 2, 3, 5]	0.8333333333333334
mag	hạt	2	[0, 1, 2, 3, 5]	0.8333333333333334
búza	lúa mì	2	[0, 1, 2, 3, 5]	0.8333333333333334
helyes	đúng đắn	4	[0, 1, 2, 3, 5]	0.8333333333333334
helyes	đúng	33	[0, 1, 2, 3, 5]	0.8333333333333334
jogos	đúng	3	[0, 1, 2, 3, 5]	0.8333333333333334
korrekt	đúng đắn	1	[0, 1, 2, 3, 5]	0.8333333333333334
helyesen	đúng	24	[0, 1, 2, 3, 5]	0.8333333333333334
ország	đất nước	3	[0, 1, 3, 4, 5]	0.8333333333333334
táj	phong cảnh	6	[0, 1, 2, 3, 5]	0.8333333333333334
táj	vùng	4	[0, 1, 2, 3, 5]	0.8333333333333334
vidék	đất nước	2	[0, 1, 3, 4, 5]	0.8333333333333334
vidék	vùng	20	[0, 1, 2, 3, 5]	0.8333333333333334
vidék	đất	10	[0, 1, 2, 3, 5]	0.8333333333333334
pár	cặp	18	[0, 1, 2, 3, 5]	0.8333333333333334
folyam	dòng	20	[0, 1, 2, 3, 5]	0.8333333333333334
fedél	mái nhà	1	[0, 1, 3, 4, 5]	0.8333333333333334
tehén	bò	2	[0, 1, 2, 3, 5]	0.8333333333333334
félénk	nhút nhát	10	[0, 1, 2, 3, 5]	0.8333333333333334
mesterség	nghề nghiệp	2	[0, 1, 2, 3, 5]	0.8333333333333334
mesterség	nghề	10	[0, 1, 2, 3, 5]	0.8333333333333334
bolond	điên	26	[0, 1, 2, 3, 5]	0.8333333333333334
göndör	xoăn	3	[0, 1, 2, 3, 5]	0.8333333333333334
áram	dòng	2	[0, 1, 2, 3, 5]	0.8333333333333334
egyéni	cá nhân	11	[0, 1, 2, 3, 5]	0.8333333333333334
démon	quỷ	4	[0, 1, 2, 3, 5]	0.8333333333333334
kár	thiệt hại	3	[0, 1, 2, 3, 5]	0.8333333333333334
veszély	nguy hiểm	33	[0, 1, 3, 4, 5]	0.8333333333333334
lánya	con gái	51	[1, 2, 3, 4, 5]	0.8333333333333334
hajnal	rạng đông	3	[0, 1, 2, 3, 5]	0.8333333333333334
zsákutca	ngõ cụt	1	[0, 1, 2, 3, 5]	0.8333333333333334
drága	đắt	20	[0, 1, 2, 3, 5]	0.8333333333333334
ürülék	phân	1	[0, 1, 3, 4, 5]	0.8333333333333334
hiba	lỗi	7	[0, 1, 2, 3, 5]	0.8333333333333334
végleges	cuối cùng	3	[0, 1, 2, 3, 5]	0.8333333333333334
képviselő	đại biểu	2	[0, 1, 2, 3, 5]	0.8333333333333334
finom	mềm	11	[0, 1, 2, 3, 5]	0.8333333333333334
finom	ngon	2	[0, 1, 2, 3, 5]	0.8333333333333334
sűrű	dày đặc	10	[0, 1, 2, 3, 5]	0.8333333333333334
sűrű	dày	24	[0, 1, 2, 3, 5]	0.8333333333333334
sors	số phận	11	[0, 1, 2, 3, 5]	0.8333333333333334
határozott	chắc	12	[0, 1, 2, 3, 5]	0.8333333333333334
eszköz	dụng cụ	1	[0, 1, 2, 3, 5]	0.8333333333333334
ördög	quỷ	49	[0, 1, 2, 3, 5]	0.8333333333333334
istenfélő	ngoan đạo	1	[0, 1, 2, 3, 5]	0.8333333333333334
nehéz	khó khăn	34	[0, 1, 2, 3, 5]	0.8333333333333334
bátortalan	nhút nhát	2	[0, 1, 2, 3, 5]	0.8333333333333334
szorgalmas	chăm chỉ	3	[0, 1, 2, 3, 5]	0.8333333333333334
homályos	mơ hồ	9	[0, 1, 2, 3, 5]	0.8333333333333334
parányi	nhỏ xíu	1	[0, 1, 2, 3, 5]	0.8333333333333334
betegség	bệnh	24	[1, 2, 3, 4, 5]	0.8333333333333334
távolság	khoảng cách	9	[0, 1, 2, 3, 5]	0.8333333333333334
távolság	khoảng	9	[0, 1, 2, 3, 5]	0.8333333333333334
árok	hào	6	[0, 1, 2, 3, 5]	0.8333333333333334
rész	phần	15	[0, 1, 2, 3, 5]	0.8333333333333334
kikötő	cảng	10	[1, 2, 3, 4, 5]	0.8333333333333334
doktor	bác sĩ	146	[1, 2, 3, 4, 5]	0.8333333333333334
házi	nhà	8	[1, 2, 3, 4, 5]	0.8333333333333334
házi	gia đình	8	[0, 1, 2, 3, 5]	0.8333333333333334
ajándék	quà	9	[1, 2, 3, 4, 5]	0.8333333333333334
iszik	uống	12	[0, 1, 3, 4, 5]	0.8333333333333334
által	qua	12	[1, 2, 3, 4, 5]	0.8333333333333334
homály	bóng	22	[1, 2, 3, 4, 5]	0.8333333333333334
kötelesség	nghĩa vụ	5	[0, 1, 2, 3, 5]	0.8333333333333334
kötelesség	nhiệm vụ	11	[0, 1, 2, 3, 5]	0.8333333333333334
dinasztia	nhà	3	[1, 2, 3, 4, 5]	0.8333333333333334
korán	sớm	93	[0, 1, 3, 4, 5]	0.8333333333333334
eszik	ăn	26	[0, 1, 3, 4, 5]	0.8333333333333334
szél	gió	305	[1, 2, 3, 4, 5]	0.8333333333333334
nevelés	giáo dục	8	[1, 2, 3, 4, 5]	0.8333333333333334
oktatás	giáo dục	2	[1, 2, 3, 4, 5]	0.8333333333333334
hatás	ảnh hưởng	5	[0, 1, 2, 3, 5]	0.8333333333333334
rugalmas	mềm	2	[0, 1, 2, 3, 5]	0.8333333333333334
egészen	hoàn toàn	142	[0, 1, 2, 3, 5]	0.8333333333333334
irigy	ghen	3	[0, 1, 2, 3, 5]	0.8333333333333334
korszak	thời đại	3	[0, 1, 2, 3, 5]	0.8333333333333334
különösen	nhất là	80	[0, 1, 2, 3, 5]	0.8333333333333334
lényeg	bản chất	1	[0, 1, 2, 3, 5]	0.8333333333333334
sík	bằng	4	[0, 1, 2, 3, 5]	0.8333333333333334
esemény	sự kiện	18	[0, 1, 2, 3, 5]	0.8333333333333334
bizonyíték	bằng chứng	6	[0, 1, 2, 3, 5]	0.8333333333333334
rendkívül	hết sức	28	[0, 1, 2, 3, 5]	0.8333333333333334
kiváló	nổi tiếng	3	[0, 1, 2, 3, 5]	0.8333333333333334
gyors	chóng	10	[0, 1, 2, 3, 5]	0.8333333333333334
tapasztalat	kinh nghiệm	2	[1, 2, 3, 4, 5]	0.8333333333333334
szakember	chuyên gia	1	[0, 1, 2, 3, 5]	0.8333333333333334
gyorsvonat	nhanh	3	[0, 1, 2, 4, 5]	0.8333333333333334
kiterjedt	rộng	1	[0, 1, 2, 3, 5]	0.8333333333333334
rendkívüli	đặc biệt	10	[0, 1, 2, 3, 5]	0.8333333333333334
vélemény	ý kiến	5	[0, 1, 2, 3, 5]	0.8333333333333334
igazságos	đúng	5	[0, 1, 2, 3, 5]	0.8333333333333334
családi	gia đình	54	[0, 1, 2, 3, 5]	0.8333333333333334
híres	nổi tiếng	28	[0, 1, 2, 3, 5]	0.8333333333333334
mód	phương pháp	2	[0, 1, 2, 3, 5]	0.8333333333333334
mód	cách	35	[0, 1, 2, 3, 5]	0.8333333333333334
kövér	lớn	10	[0, 1, 2, 3, 5]	0.8333333333333334
apa	cha	33	[1, 2, 3, 4, 5]	0.8333333333333334
szülőföld	nhà	1	[0, 1, 2, 3, 5]	0.8333333333333334
kerítés	hàng rào	9	[1, 2, 3, 4, 5]	0.8333333333333334
végül	cuối cùng	311	[0, 1, 2, 3, 5]	0.8333333333333334
öt	năm	405	[1, 2, 3, 4, 5]	0.8333333333333334
láng	ngọn lửa	17	[0, 1, 3, 4, 5]	0.8333333333333334
gyenge	mềm	1	[0, 1, 2, 3, 5]	0.8333333333333334
virág	hoa	47	[1, 2, 3, 4, 5]	0.8333333333333334
cserép	ngói	4	[1, 2, 3, 4, 5]	0.8333333333333334
hab	bọt	4	[0, 1, 2, 3, 5]	0.8333333333333334
étel	thức ăn	3	[0, 1, 3, 4, 5]	0.8333333333333334
láb	chân	16	[1, 2, 3, 4, 5]	0.8333333333333334
